        r	      denseq	       teeq	       nfeq	     dnfeqdr	      vfova	      cureq	       feq	    pressure	       iota	        1/D	    curvature	      shear	     eta
  0.3260000E+00	  0.9012375E+00	  0.9044641E+00	  0.4277562E+00	 -0.3368923E+01	  0.6800000E+00	  0.8794380E-04	  0.1001056E+01	  0.9837395E+00	 -0.5014902E+00	  0.9933188E+00	 -0.3881824E-01	  0.1361274E+00	  0.1162554E+01
  0.3270000E+00	  0.9006399E+00	  0.9040051E+00	  0.4243915E+00	 -0.3360285E+01	  0.6800000E+00	  0.8845365E-04	  0.1001058E+01	  0.9836284E+00	 -0.5017000E+00	  0.9932800E+00	 -0.3884703E-01	  0.1370605E+00	  0.1163439E+01
  0.3280000E+00	  0.9000392E+00	  0.9035455E+00	  0.4210356E+00	 -0.3351351E+01	  0.6800000E+00	  0.8896469E-04	  0.1001061E+01	  0.9835166E+00	 -0.5019107E+00	  0.9932411E+00	 -0.3887511E-01	  0.1379969E+00	  0.1164327E+01
  0.3290000E+00	  0.8994355E+00	  0.9030851E+00	  0.4176888E+00	 -0.3342126E+01	  0.6800000E+00	  0.8947691E-04	  0.1001063E+01	  0.9834041E+00	 -0.5021223E+00	  0.9932022E+00	 -0.3890249E-01	  0.1389365E+00	  0.1165217E+01
  0.3300000E+00	  0.8988286E+00	  0.9026240E+00	  0.4143514E+00	 -0.3332613E+01	  0.6800000E+00	  0.8999031E-04	  0.1001065E+01	  0.9832910E+00	 -0.5023348E+00	  0.9931633E+00	 -0.3892915E-01	  0.1398793E+00	  0.1166110E+01
  0.3310000E+00	  0.8982187E+00	  0.9021621E+00	  0.4110236E+00	 -0.3322816E+01	  0.6800000E+00	  0.9050488E-04	  0.1001067E+01	  0.9831771E+00	 -0.5025482E+00	  0.9931243E+00	 -0.3895511E-01	  0.1408254E+00	  0.1167006E+01
  0.3320000E+00	  0.8976057E+00	  0.9016996E+00	  0.4077057E+00	 -0.3312737E+01	  0.6800000E+00	  0.9102063E-04	  0.1001070E+01	  0.9830626E+00	 -0.5027624E+00	  0.9930854E+00	 -0.3898037E-01	  0.1417747E+00	  0.1167904E+01
  0.3330000E+00	  0.8969897E+00	  0.9012362E+00	  0.4043981E+00	 -0.3302381E+01	  0.6800000E+00	  0.9153755E-04	  0.1001072E+01	  0.9829474E+00	 -0.5029776E+00	  0.9930464E+00	 -0.3900491E-01	  0.1427272E+00	  0.1168805E+01
  0.3340000E+00	  0.8963705E+00	  0.9007722E+00	  0.4011010E+00	 -0.3291751E+01	  0.6800000E+00	  0.9205564E-04	  0.1001075E+01	  0.9828314E+00	 -0.5031936E+00	  0.9930074E+00	 -0.3902875E-01	  0.1436829E+00	  0.1169708E+01
  0.3350000E+00	  0.8957483E+00	  0.9003074E+00	  0.3978146E+00	 -0.3280852E+01	  0.6800000E+00	  0.9257489E-04	  0.1001077E+01	  0.9827147E+00	 -0.5034105E+00	  0.9929683E+00	 -0.3905187E-01	  0.1446418E+00	  0.1170614E+01
  0.3360000E+00	  0.8951230E+00	  0.8998418E+00	  0.3945393E+00	 -0.3269687E+01	  0.6800000E+00	  0.9309530E-04	  0.1001079E+01	  0.9825973E+00	 -0.5036283E+00	  0.9929293E+00	 -0.3907429E-01	  0.1456039E+00	  0.1171523E+01
  0.3370000E+00	  0.8944947E+00	  0.8993755E+00	  0.3912752E+00	 -0.3258260E+01	  0.6800000E+00	  0.9361686E-04	  0.1001082E+01	  0.9824792E+00	 -0.5038470E+00	  0.9928902E+00	 -0.3909600E-01	  0.1465691E+00	  0.1172434E+01
  0.3380000E+00	  0.8938633E+00	  0.8989084E+00	  0.3880228E+00	 -0.3246575E+01	  0.6800000E+00	  0.9413958E-04	  0.1001084E+01	  0.9823603E+00	 -0.5040666E+00	  0.9928511E+00	 -0.3911700E-01	  0.1475375E+00	  0.1173348E+01
  0.3390000E+00	  0.8932288E+00	  0.8984406E+00	  0.3847821E+00	 -0.3234636E+01	  0.6800000E+00	  0.9466345E-04	  0.1001086E+01	  0.9822407E+00	 -0.5042871E+00	  0.9928119E+00	 -0.3913729E-01	  0.1485090E+00	  0.1174265E+01
  0.3400000E+00	  0.8925913E+00	  0.8979720E+00	  0.3815535E+00	 -0.3222448E+01	  0.6800000E+00	  0.9518846E-04	  0.1001089E+01	  0.9821203E+00	 -0.5045084E+00	  0.9927728E+00	 -0.3915687E-01	  0.1494837E+00	  0.1175184E+01
  0.3410000E+00	  0.8919508E+00	  0.8975026E+00	  0.3783372E+00	 -0.3210015E+01	  0.6800000E+00	  0.9571461E-04	  0.1001091E+01	  0.9819992E+00	 -0.5047307E+00	  0.9927336E+00	 -0.3917574E-01	  0.1504615E+00	  0.1176106E+01
  0.3420000E+00	  0.8913072E+00	  0.8970325E+00	  0.3751334E+00	 -0.3197341E+01	  0.6800000E+00	  0.9624190E-04	  0.1001094E+01	  0.9818773E+00	 -0.5049538E+00	  0.9926944E+00	 -0.3919390E-01	  0.1514425E+00	  0.1177031E+01
  0.3430000E+00	  0.8906606E+00	  0.8965616E+00	  0.3719425E+00	 -0.3184430E+01	  0.6800000E+00	  0.9677033E-04	  0.1001096E+01	  0.9817546E+00	 -0.5051779E+00	  0.9926552E+00	 -0.3921138E-01	  0.1524270E+00	  0.1177958E+01
  0.3440000E+00	  0.8900110E+00	  0.8960898E+00	  0.3687646E+00	 -0.3171287E+01	  0.6800000E+00	  0.9729988E-04	  0.1001099E+01	  0.9816311E+00	 -0.5054028E+00	  0.9926160E+00	 -0.3922816E-01	  0.1534150E+00	  0.1178888E+01
  0.3450000E+00	  0.8893584E+00	  0.8956173E+00	  0.3655999E+00	 -0.3157917E+01	  0.6800000E+00	  0.9783057E-04	  0.1001101E+01	  0.9815069E+00	 -0.5056287E+00	  0.9925768E+00	 -0.3924425E-01	  0.1544067E+00	  0.1179821E+01
  0.3460000E+00	  0.8887028E+00	  0.8951440E+00	  0.3624488E+00	 -0.3144323E+01	  0.6800000E+00	  0.9836238E-04	  0.1001104E+01	  0.9813818E+00	 -0.5058554E+00	  0.9925375E+00	 -0.3925966E-01	  0.1554020E+00	  0.1180757E+01
  0.3470000E+00	  0.8880442E+00	  0.8946700E+00	  0.3593113E+00	 -0.3130511E+01	  0.6800000E+00	  0.9889530E-04	  0.1001107E+01	  0.9812560E+00	 -0.5060831E+00	  0.9924983E+00	 -0.3927438E-01	  0.1564009E+00	  0.1181696E+01
  0.3480000E+00	  0.8873827E+00	  0.8941951E+00	  0.3561877E+00	 -0.3116485E+01	  0.6800000E+00	  0.9942935E-04	  0.1001109E+01	  0.9811293E+00	 -0.5063116E+00	  0.9924590E+00	 -0.3928841E-01	  0.1574034E+00	  0.1182637E+01
  0.3490000E+00	  0.8867182E+00	  0.8937194E+00	  0.3530783E+00	 -0.3102250E+01	  0.6800000E+00	  0.9996450E-04	  0.1001112E+01	  0.9810018E+00	 -0.5065411E+00	  0.9924197E+00	 -0.3930175E-01	  0.1584095E+00	  0.1183582E+01
  0.3500000E+00	  0.8860507E+00	  0.8932429E+00	  0.3499832E+00	 -0.3087810E+01	  0.6800000E+00	  0.1005008E-03	  0.1001114E+01	  0.9808735E+00	 -0.5067715E+00	  0.9923804E+00	 -0.3931441E-01	  0.1594192E+00	  0.1184529E+01
  0.3510000E+00	  0.8853803E+00	  0.8927655E+00	  0.3469027E+00	 -0.3073170E+01	  0.6800000E+00	  0.1010381E-03	  0.1001117E+01	  0.9807443E+00	 -0.5070027E+00	  0.9923411E+00	 -0.3932638E-01	  0.1604325E+00	  0.1185479E+01
  0.3520000E+00	  0.8847070E+00	  0.8922874E+00	  0.3438369E+00	 -0.3058335E+01	  0.6800000E+00	  0.1015766E-03	  0.1001120E+01	  0.9806143E+00	 -0.5072349E+00	  0.9923017E+00	 -0.3933766E-01	  0.1614494E+00	  0.1186432E+01
  0.3530000E+00	  0.8840308E+00	  0.8918084E+00	  0.3407860E+00	 -0.3043310E+01	  0.6800000E+00	  0.1021162E-03	  0.1001122E+01	  0.9804834E+00	 -0.5074680E+00	  0.9922624E+00	 -0.3934826E-01	  0.1624699E+00	  0.1187388E+01
  0.3540000E+00	  0.8833517E+00	  0.8913286E+00	  0.3377503E+00	 -0.3028099E+01	  0.6800000E+00	  0.1026569E-03	  0.1001125E+01	  0.9803517E+00	 -0.5077021E+00	  0.9922230E+00	 -0.3935818E-01	  0.1634940E+00	  0.1188347E+01
  0.3550000E+00	  0.8826697E+00	  0.8908480E+00	  0.3347298E+00	 -0.3012707E+01	  0.6800000E+00	  0.1031986E-03	  0.1001128E+01	  0.9802191E+00	 -0.5079370E+00	  0.9921837E+00	 -0.3936741E-01	  0.1645217E+00	  0.1189309E+01
  0.3560000E+00	  0.8819849E+00	  0.8903666E+00	  0.3317249E+00	 -0.2997140E+01	  0.6800000E+00	  0.1037415E-03	  0.1001130E+01	  0.9800856E+00	 -0.5081729E+00	  0.9921443E+00	 -0.3937596E-01	  0.1655530E+00	  0.1190273E+01
  0.3570000E+00	  0.8812972E+00	  0.8898843E+00	  0.3287355E+00	 -0.2981401E+01	  0.6800000E+00	  0.1042854E-03	  0.1001133E+01	  0.9799513E+00	 -0.5084096E+00	  0.9921049E+00	 -0.3938383E-01	  0.1665879E+00	  0.1191241E+01
  0.3580000E+00	  0.8806067E+00	  0.8894011E+00	  0.3257621E+00	 -0.2965496E+01	  0.6800000E+00	  0.1048304E-03	  0.1001136E+01	  0.9798160E+00	 -0.5086473E+00	  0.9920655E+00	 -0.3939101E-01	  0.1676264E+00	  0.1192212E+01
  0.3590000E+00	  0.8799134E+00	  0.8889171E+00	  0.3228046E+00	 -0.2949430E+01	  0.6800000E+00	  0.1053765E-03	  0.1001139E+01	  0.9796799E+00	 -0.5088860E+00	  0.9920261E+00	 -0.3939752E-01	  0.1686685E+00	  0.1193186E+01
  0.3600000E+00	  0.8792173E+00	  0.8884322E+00	  0.3198632E+00	 -0.2933208E+01	  0.6800000E+00	  0.1059236E-03	  0.1001142E+01	  0.9795428E+00	 -0.5091255E+00	  0.9919867E+00	 -0.3940334E-01	  0.1697141E+00	  0.1194163E+01
  0.3610000E+00	  0.8785185E+00	  0.8879465E+00	  0.3169381E+00	 -0.2916833E+01	  0.6800000E+00	  0.1064719E-03	  0.1001144E+01	  0.9794048E+00	 -0.5093660E+00	  0.9919473E+00	 -0.3940848E-01	  0.1707634E+00	  0.1195143E+01
  0.3620000E+00	  0.8778169E+00	  0.8874599E+00	  0.3140295E+00	 -0.2900312E+01	  0.6800000E+00	  0.1070211E-03	  0.1001147E+01	  0.9792659E+00	 -0.5096074E+00	  0.9919079E+00	 -0.3941295E-01	  0.1718162E+00	  0.1196126E+01
  0.3630000E+00	  0.8771126E+00	  0.8869725E+00	  0.3111375E+00	 -0.2883650E+01	  0.6800000E+00	  0.1075715E-03	  0.1001150E+01	  0.9791260E+00	 -0.5098497E+00	  0.9918685E+00	 -0.3941673E-01	  0.1728727E+00	  0.1197112E+01
  0.3640000E+00	  0.8764056E+00	  0.8864841E+00	  0.3082622E+00	 -0.2866850E+01	  0.6800000E+00	  0.1081229E-03	  0.1001153E+01	  0.9789852E+00	 -0.5100930E+00	  0.9918291E+00	 -0.3941984E-01	  0.1739327E+00	  0.1198101E+01
  0.3650000E+00	  0.8756959E+00	  0.8859949E+00	  0.3054038E+00	 -0.2849918E+01	  0.6800000E+00	  0.1086754E-03	  0.1001156E+01	  0.9788434E+00	 -0.5103372E+00	  0.9917897E+00	 -0.3942227E-01	  0.1749963E+00	  0.1199094E+01
  0.3660000E+00	  0.8749836E+00	  0.8855048E+00	  0.3025624E+00	 -0.2832859E+01	  0.6800000E+00	  0.1092289E-03	  0.1001159E+01	  0.9787007E+00	 -0.5105824E+00	  0.9917502E+00	 -0.3942403E-01	  0.1760635E+00	  0.1200089E+01
  0.3670000E+00	  0.8742686E+00	  0.8850138E+00	  0.2997381E+00	 -0.2815678E+01	  0.6800000E+00	  0.1097834E-03	  0.1001162E+01	  0.9785570E+00	 -0.5108285E+00	  0.9917108E+00	 -0.3942514E-01	  0.1771342E+00	  0.1201088E+01
  0.3680000E+00	  0.8735510E+00	  0.8845219E+00	  0.2969310E+00	 -0.2798379E+01	  0.6800000E+00	  0.1103390E-03	  0.1001165E+01	  0.9784123E+00	 -0.5110755E+00	  0.9916714E+00	 -0.3942560E-01	  0.1782084E+00	  0.1202090E+01
  0.3690000E+00	  0.8728308E+00	  0.8840291E+00	  0.2941413E+00	 -0.2780967E+01	  0.6800000E+00	  0.1108956E-03	  0.1001168E+01	  0.9782667E+00	 -0.5113234E+00	  0.9916320E+00	 -0.3942541E-01	  0.1792863E+00	  0.1203096E+01
  0.3700000E+00	  0.8721081E+00	  0.8835354E+00	  0.2913691E+00	 -0.2763447E+01	  0.6800000E+00	  0.1114533E-03	  0.1001171E+01	  0.9781200E+00	 -0.5115724E+00	  0.9915925E+00	 -0.3942457E-01	  0.1803676E+00	  0.1204104E+01
  0.3710000E+00	  0.8713828E+00	  0.8830408E+00	  0.2886144E+00	 -0.2745824E+01	  0.6800000E+00	  0.1120120E-03	  0.1001174E+01	  0.9779723E+00	 -0.5118222E+00	  0.9915531E+00	 -0.3942309E-01	  0.1814525E+00	  0.1205116E+01
  0.3720000E+00	  0.8706551E+00	  0.8825453E+00	  0.2858775E+00	 -0.2728103E+01	  0.6800000E+00	  0.1125717E-03	  0.1001177E+01	  0.9778236E+00	 -0.5120730E+00	  0.9915137E+00	 -0.3942096E-01	  0.1825409E+00	  0.1206131E+01
  0.3730000E+00	  0.8699248E+00	  0.8820488E+00	  0.2831582E+00	 -0.2710287E+01	  0.6800000E+00	  0.1131325E-03	  0.1001180E+01	  0.9776738E+00	 -0.5123248E+00	  0.9914743E+00	 -0.3941818E-01	  0.1836329E+00	  0.1207150E+01
  0.3740000E+00	  0.8691921E+00	  0.8815514E+00	  0.2804569E+00	 -0.2692383E+01	  0.6800000E+00	  0.1136942E-03	  0.1001183E+01	  0.9775231E+00	 -0.5125775E+00	  0.9914349E+00	 -0.3941476E-01	  0.1847284E+00	  0.1208171E+01
  0.3750000E+00	  0.8684570E+00	  0.8810531E+00	  0.2777735E+00	 -0.2674395E+01	  0.6800000E+00	  0.1142570E-03	  0.1001186E+01	  0.9773712E+00	 -0.5128311E+00	  0.9913954E+00	 -0.3941070E-01	  0.1858274E+00	  0.1209196E+01
  0.3760000E+00	  0.8677195E+00	  0.8805539E+00	  0.2751081E+00	 -0.2656326E+01	  0.6800000E+00	  0.1148208E-03	  0.1001189E+01	  0.9772183E+00	 -0.5130857E+00	  0.9913560E+00	 -0.3940600E-01	  0.1869299E+00	  0.1210225E+01
  0.3770000E+00	  0.8669796E+00	  0.8800537E+00	  0.2724608E+00	 -0.2638183E+01	  0.6800000E+00	  0.1153856E-03	  0.1001193E+01	  0.9770644E+00	 -0.5133413E+00	  0.9913166E+00	 -0.3940066E-01	  0.1880360E+00	  0.1211257E+01
  0.3780000E+00	  0.8662374E+00	  0.8795525E+00	  0.2698317E+00	 -0.2619968E+01	  0.6800000E+00	  0.1159514E-03	  0.1001196E+01	  0.9769094E+00	 -0.5135978E+00	  0.9912772E+00	 -0.3939469E-01	  0.1891455E+00	  0.1212292E+01
  0.3790000E+00	  0.8654928E+00	  0.8790504E+00	  0.2672209E+00	 -0.2601688E+01	  0.6800000E+00	  0.1165182E-03	  0.1001199E+01	  0.9767532E+00	 -0.5138553E+00	  0.9912378E+00	 -0.3938808E-01	  0.1902586E+00	  0.1213331E+01
  0.3800000E+00	  0.8647460E+00	  0.8785474E+00	  0.2646283E+00	 -0.2583346E+01	  0.6800000E+00	  0.1170860E-03	  0.1001202E+01	  0.9765960E+00	 -0.5141137E+00	  0.9911985E+00	 -0.3938083E-01	  0.1913752E+00	  0.1214373E+01
  0.3810000E+00	  0.8639970E+00	  0.8780434E+00	  0.2620542E+00	 -0.2564947E+01	  0.6800000E+00	  0.1176548E-03	  0.1001205E+01	  0.9764377E+00	 -0.5143731E+00	  0.9911591E+00	 -0.3937295E-01	  0.1924952E+00	  0.1215419E+01
  0.3820000E+00	  0.8632457E+00	  0.8775384E+00	  0.2594985E+00	 -0.2546495E+01	  0.6800000E+00	  0.1182245E-03	  0.1001209E+01	  0.9762782E+00	 -0.5146335E+00	  0.9911197E+00	 -0.3936444E-01	  0.1936188E+00	  0.1216468E+01
  0.3830000E+00	  0.8624923E+00	  0.8770324E+00	  0.2569612E+00	 -0.2527995E+01	  0.6800000E+00	  0.1187953E-03	  0.1001212E+01	  0.9761177E+00	 -0.5148948E+00	  0.9910804E+00	 -0.3935531E-01	  0.1947459E+00	  0.1217521E+01
  0.3840000E+00	  0.8617367E+00	  0.8765255E+00	  0.2544425E+00	 -0.2509450E+01	  0.6800000E+00	  0.1193670E-03	  0.1001215E+01	  0.9759559E+00	 -0.5151571E+00	  0.9910410E+00	 -0.3934554E-01	  0.1958764E+00	  0.1218578E+01
  0.3850000E+00	  0.8609790E+00	  0.8760176E+00	  0.2519423E+00	 -0.2490866E+01	  0.6800000E+00	  0.1199397E-03	  0.1001219E+01	  0.9757931E+00	 -0.5154204E+00	  0.9910017E+00	 -0.3933515E-01	  0.1970104E+00	  0.1219638E+01
  0.3860000E+00	  0.8602193E+00	  0.8755086E+00	  0.2494607E+00	 -0.2472246E+01	  0.6800000E+00	  0.1205134E-03	  0.1001222E+01	  0.9756291E+00	 -0.5156846E+00	  0.9909623E+00	 -0.3932413E-01	  0.1981479E+00	  0.1220701E+01
  0.3870000E+00	  0.8594574E+00	  0.8749987E+00	  0.2469978E+00	 -0.2453594E+01	  0.6800000E+00	  0.1210880E-03	  0.1001226E+01	  0.9754639E+00	 -0.5159498E+00	  0.9909230E+00	 -0.3931249E-01	  0.1992889E+00	  0.1221768E+01
  0.3880000E+00	  0.8586936E+00	  0.8744878E+00	  0.2445535E+00	 -0.2434915E+01	  0.6800000E+00	  0.1216636E-03	  0.1001229E+01	  0.9752975E+00	 -0.5162160E+00	  0.9908837E+00	 -0.3930024E-01	  0.2004334E+00	  0.1222839E+01
  0.3890000E+00	  0.8579278E+00	  0.8739759E+00	  0.2421280E+00	 -0.2416212E+01	  0.6800000E+00	  0.1222402E-03	  0.1001233E+01	  0.9751299E+00	 -0.5164831E+00	  0.9908444E+00	 -0.3928739E-01	  0.2015813E+00	  0.1223914E+01
  0.3900000E+00	  0.8571601E+00	  0.8734630E+00	  0.2397211E+00	 -0.2397490E+01	  0.6800000E+00	  0.1228177E-03	  0.1001236E+01	  0.9749611E+00	 -0.5167513E+00	  0.9908051E+00	 -0.3927395E-01	  0.2027326E+00	  0.1224992E+01
  0.3910000E+00	  0.8563905E+00	  0.8729490E+00	  0.2373330E+00	 -0.2378753E+01	  0.6800000E+00	  0.1233962E-03	  0.1001240E+01	  0.9747911E+00	 -0.5170204E+00	  0.9907659E+00	 -0.3925991E-01	  0.2038874E+00	  0.1226074E+01
  0.3920000E+00	  0.8556190E+00	  0.8724340E+00	  0.2349636E+00	 -0.2360004E+01	  0.6800000E+00	  0.1239756E-03	  0.1001243E+01	  0.9746199E+00	 -0.5172905E+00	  0.9907266E+00	 -0.3924529E-01	  0.2050456E+00	  0.1227160E+01
  0.3930000E+00	  0.8548457E+00	  0.8719180E+00	  0.2326130E+00	 -0.2341247E+01	  0.6800000E+00	  0.1245560E-03	  0.1001247E+01	  0.9744475E+00	 -0.5175615E+00	  0.9906874E+00	 -0.3923008E-01	  0.2062073E+00	  0.1228249E+01
  0.3940000E+00	  0.8540706E+00	  0.8714010E+00	  0.2302811E+00	 -0.2322487E+01	  0.6800000E+00	  0.1251373E-03	  0.1001250E+01	  0.9742738E+00	 -0.5178336E+00	  0.9906482E+00	 -0.3921429E-01	  0.2073724E+00	  0.1229343E+01
  0.3950000E+00	  0.8532938E+00	  0.8708829E+00	  0.2279680E+00	 -0.2303726E+01	  0.6800000E+00	  0.1257195E-03	  0.1001254E+01	  0.9740988E+00	 -0.5181066E+00	  0.9906089E+00	 -0.3919791E-01	  0.2085409E+00	  0.1230440E+01
  0.3960000E+00	  0.8525152E+00	  0.8703638E+00	  0.2256737E+00	 -0.2284968E+01	  0.6800000E+00	  0.1263026E-03	  0.1001258E+01	  0.9739226E+00	 -0.5183807E+00	  0.9905698E+00	 -0.3918095E-01	  0.2097129E+00	  0.1231541E+01
  0.3970000E+00	  0.8517350E+00	  0.8698436E+00	  0.2233981E+00	 -0.2266217E+01	  0.6800000E+00	  0.1268867E-03	  0.1001261E+01	  0.9737451E+00	 -0.5186557E+00	  0.9905306E+00	 -0.3916342E-01	  0.2108882E+00	  0.1232646E+01
  0.3980000E+00	  0.8509532E+00	  0.8693224E+00	  0.2211412E+00	 -0.2247477E+01	  0.6800000E+00	  0.1274717E-03	  0.1001265E+01	  0.9735663E+00	 -0.5189317E+00	  0.9904914E+00	 -0.3914532E-01	  0.2120669E+00	  0.1233754E+01
  0.3990000E+00	  0.8501697E+00	  0.8688001E+00	  0.2189031E+00	 -0.2228751E+01	  0.6800000E+00	  0.1280576E-03	  0.1001269E+01	  0.9733862E+00	 -0.5192087E+00	  0.9904523E+00	 -0.3912664E-01	  0.2132491E+00	  0.1234867E+01
  0.4000000E+00	  0.8493847E+00	  0.8682768E+00	  0.2166837E+00	 -0.2210042E+01	  0.6800000E+00	  0.1286445E-03	  0.1001273E+01	  0.9732048E+00	 -0.5194867E+00	  0.9904132E+00	 -0.3910739E-01	  0.2144346E+00	  0.1235984E+01
  0.4010000E+00	  0.8485983E+00	  0.8677523E+00	  0.2144830E+00	 -0.2191354E+01	  0.6800000E+00	  0.1292322E-03	  0.1001276E+01	  0.9730220E+00	 -0.5197657E+00	  0.9903741E+00	 -0.3908757E-01	  0.2156235E+00	  0.1237104E+01
  0.4020000E+00	  0.8478103E+00	  0.8672268E+00	  0.2123010E+00	 -0.2172690E+01	  0.6800000E+00	  0.1298209E-03	  0.1001280E+01	  0.9728380E+00	 -0.5200456E+00	  0.9903350E+00	 -0.3906719E-01	  0.2168158E+00	  0.1238229E+01
  0.4030000E+00	  0.8470209E+00	  0.8667002E+00	  0.2101377E+00	 -0.2154054E+01	  0.6800000E+00	  0.1304104E-03	  0.1001284E+01	  0.9726525E+00	 -0.5203266E+00	  0.9902959E+00	 -0.3904624E-01	  0.2180115E+00	  0.1239358E+01
  0.4040000E+00	  0.8462302E+00	  0.8661726E+00	  0.2079929E+00	 -0.2135447E+01	  0.6800000E+00	  0.1310009E-03	  0.1001288E+01	  0.9724657E+00	 -0.5206086E+00	  0.9902569E+00	 -0.3902474E-01	  0.2192105E+00	  0.1240490E+01
  0.4050000E+00	  0.8454381E+00	  0.8656438E+00	  0.2058668E+00	 -0.2116874E+01	  0.6800000E+00	  0.1315922E-03	  0.1001292E+01	  0.9722776E+00	 -0.5208916E+00	  0.9902179E+00	 -0.3900267E-01	  0.2204129E+00	  0.1241627E+01
  0.4060000E+00	  0.8446447E+00	  0.8651139E+00	  0.2037592E+00	 -0.2098338E+01	  0.6800000E+00	  0.1321844E-03	  0.1001296E+01	  0.9720880E+00	 -0.5211756E+00	  0.9901789E+00	 -0.3898006E-01	  0.2216186E+00	  0.1242768E+01
  0.4070000E+00	  0.8438500E+00	  0.8645830E+00	  0.2016701E+00	 -0.2079841E+01	  0.6800000E+00	  0.1327775E-03	  0.1001300E+01	  0.9718971E+00	 -0.5214606E+00	  0.9901399E+00	 -0.3895689E-01	  0.2228277E+00	  0.1243913E+01
  0.4080000E+00	  0.8430541E+00	  0.8640509E+00	  0.1995995E+00	 -0.2061387E+01	  0.6800000E+00	  0.1333715E-03	  0.1001304E+01	  0.9717047E+00	 -0.5217466E+00	  0.9901010E+00	 -0.3893317E-01	  0.2240401E+00	  0.1245062E+01
  0.4090000E+00	  0.8422571E+00	  0.8635177E+00	  0.1975473E+00	 -0.2042977E+01	  0.6800000E+00	  0.1339664E-03	  0.1001308E+01	  0.9715109E+00	 -0.5220336E+00	  0.9900621E+00	 -0.3890891E-01	  0.2252559E+00	  0.1246216E+01
  0.4100000E+00	  0.8414590E+00	  0.8629834E+00	  0.1955135E+00	 -0.2024616E+01	  0.6800000E+00	  0.1345621E-03	  0.1001312E+01	  0.9713157E+00	 -0.5223216E+00	  0.9900232E+00	 -0.3888412E-01	  0.2264750E+00	  0.1247373E+01
  0.4110000E+00	  0.8406597E+00	  0.8624479E+00	  0.1934981E+00	 -0.2006305E+01	  0.6800000E+00	  0.1351587E-03	  0.1001316E+01	  0.9711190E+00	 -0.5226106E+00	  0.9899843E+00	 -0.3885879E-01	  0.2276974E+00	  0.1248535E+01
  0.4120000E+00	  0.8398595E+00	  0.8619113E+00	  0.1915009E+00	 -0.1988048E+01	  0.6800000E+00	  0.1357562E-03	  0.1001320E+01	  0.9709209E+00	 -0.5229006E+00	  0.9899455E+00	 -0.3883295E-01	  0.2289232E+00	  0.1249701E+01
  0.4130000E+00	  0.8390582E+00	  0.8613736E+00	  0.1895220E+00	 -0.1969847E+01	  0.6800000E+00	  0.1363545E-03	  0.1001324E+01	  0.9707213E+00	 -0.5231917E+00	  0.9899066E+00	 -0.3880657E-01	  0.2301524E+00	  0.1250871E+01
  0.4140000E+00	  0.8382560E+00	  0.8608348E+00	  0.1875612E+00	 -0.1951704E+01	  0.6800000E+00	  0.1369537E-03	  0.1001329E+01	  0.9705202E+00	 -0.5234838E+00	  0.9898678E+00	 -0.3877968E-01	  0.2313848E+00	  0.1252046E+01
  0.4150000E+00	  0.8374529E+00	  0.8602948E+00	  0.1856186E+00	 -0.1933621E+01	  0.6800000E+00	  0.1375537E-03	  0.1001333E+01	  0.9703177E+00	 -0.5237768E+00	  0.9898291E+00	 -0.3875227E-01	  0.2326206E+00	  0.1253225E+01
  0.4160000E+00	  0.8366490E+00	  0.8597536E+00	  0.1836940E+00	 -0.1915603E+01	  0.6800000E+00	  0.1381546E-03	  0.1001337E+01	  0.9701136E+00	 -0.5240710E+00	  0.9897903E+00	 -0.3872435E-01	  0.2338597E+00	  0.1254409E+01
  0.4170000E+00	  0.8358443E+00	  0.8592113E+00	  0.1817874E+00	 -0.1897649E+01	  0.6800000E+00	  0.1387563E-03	  0.1001341E+01	  0.9699079E+00	 -0.5243661E+00	  0.9897516E+00	 -0.3869592E-01	  0.2351020E+00	  0.1255596E+01
  0.4180000E+00	  0.8350387E+00	  0.8586678E+00	  0.1798987E+00	 -0.1879764E+01	  0.6800000E+00	  0.1393588E-03	  0.1001346E+01	  0.9697008E+00	 -0.5246622E+00	  0.9897129E+00	 -0.3866698E-01	  0.2363477E+00	  0.1256789E+01
  0.4190000E+00	  0.8342325E+00	  0.8581232E+00	  0.1780278E+00	 -0.1861949E+01	  0.6800000E+00	  0.1399622E-03	  0.1001350E+01	  0.9694921E+00	 -0.5249594E+00	  0.9896743E+00	 -0.3863753E-01	  0.2375967E+00	  0.1257985E+01
  0.4200000E+00	  0.8334256E+00	  0.8575774E+00	  0.1761748E+00	 -0.1844205E+01	  0.6800000E+00	  0.1405664E-03	  0.1001355E+01	  0.9692818E+00	 -0.5252576E+00	  0.9896357E+00	 -0.3860758E-01	  0.2388489E+00	  0.1259186E+01
  0.4210000E+00	  0.8326181E+00	  0.8570304E+00	  0.1743394E+00	 -0.1826537E+01	  0.6800000E+00	  0.1411714E-03	  0.1001359E+01	  0.9690700E+00	 -0.5255568E+00	  0.9895971E+00	 -0.3857714E-01	  0.2401045E+00	  0.1260392E+01
  0.4220000E+00	  0.8318100E+00	  0.8564822E+00	  0.1725217E+00	 -0.1808944E+01	  0.6800000E+00	  0.1417773E-03	  0.1001363E+01	  0.9688566E+00	 -0.5258571E+00	  0.9895585E+00	 -0.3854620E-01	  0.2413632E+00	  0.1261602E+01
