        r	      denseq	       teeq	       nfeq	     dnfeqdr	      vfova	      cureq	       feq	    pressure	       iota	        1/D	    curvature	      shear	     eta
  0.4750000E+00	  0.7893937E+00	  0.8256084E+00	  0.9892159E-01	 -0.1018489E+01	  0.6800000E+00	  0.1749387E-03	  0.1001660E+01	  0.9548933E+00	 -0.5432818E+00	  0.9875708E+00	 -0.3625126E-01	  0.3125611E+00	  0.1333027E+01
  0.4760000E+00	  0.7886234E+00	  0.8249894E+00	  0.9790910E-01	 -0.1006552E+01	  0.6800000E+00	  0.1755819E-03	  0.1001667E+01	  0.9545722E+00	 -0.5436399E+00	  0.9875346E+00	 -0.3619578E-01	  0.3139870E+00	  0.1334527E+01
  0.4770000E+00	  0.7878550E+00	  0.8243690E+00	  0.9690849E-01	 -0.9947262E+00	  0.6800000E+00	  0.1762257E-03	  0.1001674E+01	  0.9542486E+00	 -0.5439990E+00	  0.9874984E+00	 -0.3613983E-01	  0.3154158E+00	  0.1336034E+01
  0.4780000E+00	  0.7870885E+00	  0.8237473E+00	  0.9591964E-01	 -0.9830121E+00	  0.6800000E+00	  0.1768700E-03	  0.1001681E+01	  0.9539225E+00	 -0.5443593E+00	  0.9874623E+00	 -0.3608342E-01	  0.3168476E+00	  0.1337547E+01
  0.4790000E+00	  0.7863240E+00	  0.8231241E+00	  0.9494246E-01	 -0.9714090E+00	  0.6800000E+00	  0.1775149E-03	  0.1001688E+01	  0.9535940E+00	 -0.5447207E+00	  0.9874263E+00	 -0.3602654E-01	  0.3182824E+00	  0.1339066E+01
  0.4800000E+00	  0.7855614E+00	  0.8224995E+00	  0.9397683E-01	 -0.9599166E+00	  0.6800000E+00	  0.1781603E-03	  0.1001695E+01	  0.9532630E+00	 -0.5450832E+00	  0.9873903E+00	 -0.3596921E-01	  0.3197202E+00	  0.1340592E+01
  0.4810000E+00	  0.7848007E+00	  0.8218734E+00	  0.9302263E-01	 -0.9485345E+00	  0.6800000E+00	  0.1788063E-03	  0.1001702E+01	  0.9529295E+00	 -0.5454468E+00	  0.9873543E+00	 -0.3591143E-01	  0.3211609E+00	  0.1342124E+01
  0.4820000E+00	  0.7840422E+00	  0.8212460E+00	  0.9207976E-01	 -0.9372624E+00	  0.6800000E+00	  0.1794527E-03	  0.1001709E+01	  0.9525934E+00	 -0.5458116E+00	  0.9873185E+00	 -0.3585320E-01	  0.3226045E+00	  0.1343662E+01
  0.4830000E+00	  0.7832856E+00	  0.8206171E+00	  0.9114810E-01	 -0.9260998E+00	  0.6800000E+00	  0.1800998E-03	  0.1001716E+01	  0.9522548E+00	 -0.5461775E+00	  0.9872826E+00	 -0.3579450E-01	  0.3240511E+00	  0.1345207E+01
  0.4840000E+00	  0.7825312E+00	  0.8199868E+00	  0.9022756E-01	 -0.9150463E+00	  0.6800000E+00	  0.1807473E-03	  0.1001724E+01	  0.9519137E+00	 -0.5465445E+00	  0.9872469E+00	 -0.3573530E-01	  0.3255007E+00	  0.1346759E+01
  0.4850000E+00	  0.7817789E+00	  0.8193550E+00	  0.8931801E-01	 -0.9041015E+00	  0.6800000E+00	  0.1813954E-03	  0.1001731E+01	  0.9515699E+00	 -0.5469126E+00	  0.9872112E+00	 -0.3567553E-01	  0.3269534E+00	  0.1348316E+01
  0.4860000E+00	  0.7810287E+00	  0.8187218E+00	  0.8841935E-01	 -0.8932648E+00	  0.6800000E+00	  0.1820439E-03	  0.1001738E+01	  0.9512236E+00	 -0.5472819E+00	  0.9871755E+00	 -0.3561518E-01	  0.3284093E+00	  0.1349881E+01
  0.4870000E+00	  0.7802807E+00	  0.8180872E+00	  0.8753148E-01	 -0.8825358E+00	  0.6800000E+00	  0.1826930E-03	  0.1001746E+01	  0.9508746E+00	 -0.5476522E+00	  0.9871399E+00	 -0.3555426E-01	  0.3298684E+00	  0.1351452E+01
  0.4880000E+00	  0.7795350E+00	  0.8174511E+00	  0.8665428E-01	 -0.8719140E+00	  0.6800000E+00	  0.1833426E-03	  0.1001753E+01	  0.9505230E+00	 -0.5480238E+00	  0.9871044E+00	 -0.3549276E-01	  0.3313306E+00	  0.1353030E+01
  0.4890000E+00	  0.7787914E+00	  0.8168137E+00	  0.8578765E-01	 -0.8613990E+00	  0.6800000E+00	  0.1839927E-03	  0.1001761E+01	  0.9501687E+00	 -0.5483964E+00	  0.9870690E+00	 -0.3543068E-01	  0.3327959E+00	  0.1354614E+01
  0.4900000E+00	  0.7780501E+00	  0.8161747E+00	  0.8493149E-01	 -0.8509901E+00	  0.6800000E+00	  0.1846433E-03	  0.1001769E+01	  0.9498118E+00	 -0.5487702E+00	  0.9870336E+00	 -0.3536803E-01	  0.3342644E+00	  0.1356205E+01
  0.4910000E+00	  0.7773111E+00	  0.8155343E+00	  0.8408567E-01	 -0.8406868E+00	  0.6800000E+00	  0.1852944E-03	  0.1001776E+01	  0.9494521E+00	 -0.5491451E+00	  0.9869982E+00	 -0.3530481E-01	  0.3357360E+00	  0.1357803E+01
  0.4920000E+00	  0.7765744E+00	  0.8148925E+00	  0.8325011E-01	 -0.8304886E+00	  0.6800000E+00	  0.1859459E-03	  0.1001784E+01	  0.9490898E+00	 -0.5495212E+00	  0.9869629E+00	 -0.3524102E-01	  0.3372107E+00	  0.1359407E+01
  0.4930000E+00	  0.7758401E+00	  0.8142493E+00	  0.8242470E-01	 -0.8203950E+00	  0.6800000E+00	  0.1865979E-03	  0.1001792E+01	  0.9487247E+00	 -0.5498984E+00	  0.9869277E+00	 -0.3517666E-01	  0.3386885E+00	  0.1361018E+01
  0.4940000E+00	  0.7751081E+00	  0.8136046E+00	  0.8160932E-01	 -0.8104053E+00	  0.6800000E+00	  0.1872504E-03	  0.1001800E+01	  0.9483569E+00	 -0.5502767E+00	  0.9868926E+00	 -0.3511174E-01	  0.3401695E+00	  0.1362636E+01
  0.4950000E+00	  0.7743785E+00	  0.8129584E+00	  0.8080389E-01	 -0.8005190E+00	  0.6800000E+00	  0.1879034E-03	  0.1001808E+01	  0.9479863E+00	 -0.5506562E+00	  0.9868575E+00	 -0.3504625E-01	  0.3416535E+00	  0.1364261E+01
  0.4960000E+00	  0.7736513E+00	  0.8123108E+00	  0.8000828E-01	 -0.7907355E+00	  0.6800000E+00	  0.1885569E-03	  0.1001816E+01	  0.9476129E+00	 -0.5510369E+00	  0.9868225E+00	 -0.3498019E-01	  0.3431406E+00	  0.1365893E+01
  0.4970000E+00	  0.7729265E+00	  0.8116617E+00	  0.7922241E-01	 -0.7810542E+00	  0.6800000E+00	  0.1892108E-03	  0.1001824E+01	  0.9472367E+00	 -0.5514187E+00	  0.9867875E+00	 -0.3491357E-01	  0.3446308E+00	  0.1367532E+01
  0.4980000E+00	  0.7722042E+00	  0.8110112E+00	  0.7844618E-01	 -0.7714745E+00	  0.6800000E+00	  0.1898651E-03	  0.1001832E+01	  0.9468577E+00	 -0.5518016E+00	  0.9867527E+00	 -0.3484640E-01	  0.3461241E+00	  0.1369177E+01
  0.4990000E+00	  0.7714843E+00	  0.8103593E+00	  0.7767947E-01	 -0.7619957E+00	  0.6800000E+00	  0.1905199E-03	  0.1001840E+01	  0.9464759E+00	 -0.5521857E+00	  0.9867179E+00	 -0.3477866E-01	  0.3476204E+00	  0.1370830E+01
  0.5000000E+00	  0.7707669E+00	  0.8097059E+00	  0.7692218E-01	 -0.7526172E+00	  0.6800000E+00	  0.1911751E-03	  0.1001849E+01	  0.9460911E+00	 -0.5525710E+00	  0.9866831E+00	 -0.3471035E-01	  0.3491199E+00	  0.1372490E+01
  0.5010000E+00	  0.7700521E+00	  0.8090510E+00	  0.7617423E-01	 -0.7433384E+00	  0.6800000E+00	  0.1918308E-03	  0.1001857E+01	  0.9457035E+00	 -0.5529574E+00	  0.9866484E+00	 -0.3464139E-01	  0.3506225E+00	  0.1374156E+01
  0.5020000E+00	  0.7693397E+00	  0.8083947E+00	  0.7543551E-01	 -0.7341586E+00	  0.6800000E+00	  0.1924869E-03	  0.1001865E+01	  0.9453130E+00	 -0.5533449E+00	  0.9866138E+00	 -0.3457172E-01	  0.3521284E+00	  0.1375830E+01
  0.5030000E+00	  0.7686299E+00	  0.8077369E+00	  0.7470591E-01	 -0.7250772E+00	  0.6800000E+00	  0.1931435E-03	  0.1001874E+01	  0.9449196E+00	 -0.5537336E+00	  0.9865793E+00	 -0.3450131E-01	  0.3536375E+00	  0.1377511E+01
  0.5040000E+00	  0.7679226E+00	  0.8070777E+00	  0.7398535E-01	 -0.7160936E+00	  0.6800000E+00	  0.1938004E-03	  0.1001882E+01	  0.9445232E+00	 -0.5541235E+00	  0.9865448E+00	 -0.3443016E-01	  0.3551500E+00	  0.1379199E+01
  0.5050000E+00	  0.7672179E+00	  0.8064171E+00	  0.7327373E-01	 -0.7072069E+00	  0.6800000E+00	  0.1944578E-03	  0.1001891E+01	  0.9441239E+00	 -0.5545146E+00	  0.9865104E+00	 -0.3435828E-01	  0.3566657E+00	  0.1380894E+01
  0.5060000E+00	  0.7665158E+00	  0.8057549E+00	  0.7257094E-01	 -0.6984167E+00	  0.6800000E+00	  0.1951156E-03	  0.1001900E+01	  0.9437216E+00	 -0.5549068E+00	  0.9864761E+00	 -0.3428567E-01	  0.3581848E+00	  0.1382597E+01
  0.5070000E+00	  0.7658163E+00	  0.8050914E+00	  0.7187689E-01	 -0.6897222E+00	  0.6800000E+00	  0.1957737E-03	  0.1001908E+01	  0.9433163E+00	 -0.5553002E+00	  0.9864419E+00	 -0.3421232E-01	  0.3597071E+00	  0.1384307E+01
  0.5080000E+00	  0.7651194E+00	  0.8044263E+00	  0.7119149E-01	 -0.6811226E+00	  0.6800000E+00	  0.1964323E-03	  0.1001917E+01	  0.9429080E+00	 -0.5556948E+00	  0.9864077E+00	 -0.3413823E-01	  0.3612326E+00	  0.1386024E+01
  0.5090000E+00	  0.7644251E+00	  0.8037598E+00	  0.7051465E-01	 -0.6726175E+00	  0.6800000E+00	  0.1970913E-03	  0.1001926E+01	  0.9424966E+00	 -0.5560905E+00	  0.9863736E+00	 -0.3406341E-01	  0.3627615E+00	  0.1387748E+01
  0.5100000E+00	  0.7637334E+00	  0.8030919E+00	  0.6984626E-01	 -0.6642059E+00	  0.6800000E+00	  0.1977507E-03	  0.1001935E+01	  0.9420822E+00	 -0.5564874E+00	  0.9863396E+00	 -0.3398784E-01	  0.3642936E+00	  0.1389479E+01
  0.5110000E+00	  0.7630444E+00	  0.8024225E+00	  0.6918624E-01	 -0.6558872E+00	  0.6800000E+00	  0.1984104E-03	  0.1001944E+01	  0.9416647E+00	 -0.5568855E+00	  0.9863056E+00	 -0.3391154E-01	  0.3658289E+00	  0.1391219E+01
  0.5120000E+00	  0.7623580E+00	  0.8017516E+00	  0.6853449E-01	 -0.6476608E+00	  0.6800000E+00	  0.1990706E-03	  0.1001953E+01	  0.9412441E+00	 -0.5572848E+00	  0.9862717E+00	 -0.3383451E-01	  0.3673676E+00	  0.1392965E+01
  0.5130000E+00	  0.7616742E+00	  0.8010793E+00	  0.6789091E-01	 -0.6395259E+00	  0.6800000E+00	  0.1997311E-03	  0.1001962E+01	  0.9408204E+00	 -0.5576852E+00	  0.9862379E+00	 -0.3375673E-01	  0.3689094E+00	  0.1394719E+01
  0.5140000E+00	  0.7609932E+00	  0.8004056E+00	  0.6725543E-01	 -0.6314819E+00	  0.6800000E+00	  0.2003920E-03	  0.1001972E+01	  0.9403935E+00	 -0.5580868E+00	  0.9862042E+00	 -0.3367821E-01	  0.3704545E+00	  0.1396480E+01
  0.5150000E+00	  0.7603148E+00	  0.7997304E+00	  0.6662795E-01	 -0.6235279E+00	  0.6800000E+00	  0.2010532E-03	  0.1001981E+01	  0.9399635E+00	 -0.5584897E+00	  0.9861706E+00	 -0.3359895E-01	  0.3720029E+00	  0.1398249E+01
  0.5160000E+00	  0.7596390E+00	  0.7990537E+00	  0.6600838E-01	 -0.6156633E+00	  0.6800000E+00	  0.2017148E-03	  0.1001990E+01	  0.9395303E+00	 -0.5588937E+00	  0.9861370E+00	 -0.3351895E-01	  0.3735545E+00	  0.1400026E+01
  0.5170000E+00	  0.7589660E+00	  0.7983756E+00	  0.6539662E-01	 -0.6078873E+00	  0.6800000E+00	  0.2023767E-03	  0.1002000E+01	  0.9390939E+00	 -0.5592989E+00	  0.9861035E+00	 -0.3343815E-01	  0.3751095E+00	  0.1401810E+01
  0.5180000E+00	  0.7582956E+00	  0.7976961E+00	  0.6479260E-01	 -0.6001993E+00	  0.6800000E+00	  0.2030390E-03	  0.1002009E+01	  0.9386543E+00	 -0.5597053E+00	  0.9860701E+00	 -0.3335643E-01	  0.3766680E+00	  0.1403601E+01
  0.5190000E+00	  0.7576279E+00	  0.7970151E+00	  0.6419623E-01	 -0.5925985E+00	  0.6800000E+00	  0.2037017E-03	  0.1002019E+01	  0.9382115E+00	 -0.5601129E+00	  0.9860368E+00	 -0.3327376E-01	  0.3782301E+00	  0.1405401E+01
  0.5200000E+00	  0.7569629E+00	  0.7963327E+00	  0.6360741E-01	 -0.5850843E+00	  0.6800000E+00	  0.2043646E-03	  0.1002028E+01	  0.9377653E+00	 -0.5605217E+00	  0.9860036E+00	 -0.3319012E-01	  0.3797958E+00	  0.1407208E+01
  0.5210000E+00	  0.7563005E+00	  0.7956488E+00	  0.6302606E-01	 -0.5776557E+00	  0.6800000E+00	  0.2050279E-03	  0.1002038E+01	  0.9373159E+00	 -0.5609317E+00	  0.9859705E+00	 -0.3310552E-01	  0.3813652E+00	  0.1409022E+01
  0.5220000E+00	  0.7556409E+00	  0.7949634E+00	  0.6245209E-01	 -0.5703123E+00	  0.6800000E+00	  0.2056915E-03	  0.1002048E+01	  0.9368632E+00	 -0.5613429E+00	  0.9859374E+00	 -0.3301995E-01	  0.3829382E+00	  0.1410845E+01
  0.5230000E+00	  0.7549839E+00	  0.7942767E+00	  0.6188543E-01	 -0.5630531E+00	  0.6800000E+00	  0.2063555E-03	  0.1002058E+01	  0.9364072E+00	 -0.5617553E+00	  0.9859044E+00	 -0.3293342E-01	  0.3845148E+00	  0.1412675E+01
  0.5240000E+00	  0.7543296E+00	  0.7935884E+00	  0.6132599E-01	 -0.5558775E+00	  0.6800000E+00	  0.2070197E-03	  0.1002068E+01	  0.9359479E+00	 -0.5621689E+00	  0.9858715E+00	 -0.3284590E-01	  0.3860951E+00	  0.1414513E+01
  0.5250000E+00	  0.7536780E+00	  0.7928988E+00	  0.6077368E-01	 -0.5487848E+00	  0.6800000E+00	  0.2076843E-03	  0.1002078E+01	  0.9354852E+00	 -0.5625837E+00	  0.9858387E+00	 -0.3275742E-01	  0.3876790E+00	  0.1416359E+01
  0.5260000E+00	  0.7530290E+00	  0.7922077E+00	  0.6022842E-01	 -0.5417742E+00	  0.6800000E+00	  0.2083492E-03	  0.1002088E+01	  0.9350191E+00	 -0.5629997E+00	  0.9858060E+00	 -0.3266795E-01	  0.3892665E+00	  0.1418213E+01
  0.5270000E+00	  0.7523827E+00	  0.7915152E+00	  0.5969013E-01	 -0.5348451E+00	  0.6800000E+00	  0.2090143E-03	  0.1002098E+01	  0.9345495E+00	 -0.5634170E+00	  0.9857734E+00	 -0.3257750E-01	  0.3908577E+00	  0.1420074E+01
  0.5280000E+00	  0.7517391E+00	  0.7908212E+00	  0.5915873E-01	 -0.5279966E+00	  0.6800000E+00	  0.2096798E-03	  0.1002108E+01	  0.9340766E+00	 -0.5638355E+00	  0.9857409E+00	 -0.3248607E-01	  0.3924525E+00	  0.1421944E+01
  0.5290000E+00	  0.7510981E+00	  0.7901258E+00	  0.5863414E-01	 -0.5212280E+00	  0.6800000E+00	  0.2103455E-03	  0.1002119E+01	  0.9336002E+00	 -0.5642552E+00	  0.9857084E+00	 -0.3239365E-01	  0.3940509E+00	  0.1423822E+01
  0.5300000E+00	  0.7504598E+00	  0.7894290E+00	  0.5811627E-01	 -0.5145387E+00	  0.6800000E+00	  0.2110116E-03	  0.1002129E+01	  0.9331204E+00	 -0.5646761E+00	  0.9856761E+00	 -0.3230024E-01	  0.3956530E+00	  0.1425707E+01
  0.5310000E+00	  0.7498241E+00	  0.7887308E+00	  0.5760506E-01	 -0.5079278E+00	  0.6800000E+00	  0.2116779E-03	  0.1002139E+01	  0.9326370E+00	 -0.5650982E+00	  0.9856438E+00	 -0.3220583E-01	  0.3972587E+00	  0.1427601E+01
  0.5320000E+00	  0.7491910E+00	  0.7880311E+00	  0.5710042E-01	 -0.5013947E+00	  0.6800000E+00	  0.2123444E-03	  0.1002150E+01	  0.9321502E+00	 -0.5655216E+00	  0.9856117E+00	 -0.3211042E-01	  0.3988681E+00	  0.1429503E+01
  0.5330000E+00	  0.7485605E+00	  0.7873300E+00	  0.5660227E-01	 -0.4949387E+00	  0.6800000E+00	  0.2130112E-03	  0.1002161E+01	  0.9316598E+00	 -0.5659462E+00	  0.9855796E+00	 -0.3201393E-01	  0.4004812E+00	  0.1431412E+01
  0.5340000E+00	  0.7479326E+00	  0.7866275E+00	  0.5611054E-01	 -0.4885590E+00	  0.6800000E+00	  0.2136783E-03	  0.1002171E+01	  0.9311659E+00	 -0.5663721E+00	  0.9855476E+00	 -0.3191623E-01	  0.4020983E+00	  0.1433330E+01
  0.5350000E+00	  0.7473073E+00	  0.7859236E+00	  0.5562515E-01	 -0.4822549E+00	  0.6800000E+00	  0.2143457E-03	  0.1002182E+01	  0.9306684E+00	 -0.5667992E+00	  0.9855158E+00	 -0.3181727E-01	  0.4037194E+00	  0.1435256E+01
  0.5360000E+00	  0.7466846E+00	  0.7852183E+00	  0.5514603E-01	 -0.4760257E+00	  0.6800000E+00	  0.2150133E-03	  0.1002193E+01	  0.9301673E+00	 -0.5672275E+00	  0.9854840E+00	 -0.3171706E-01	  0.4053445E+00	  0.1437191E+01
  0.5370000E+00	  0.7460645E+00	  0.7845116E+00	  0.5467310E-01	 -0.4698706E+00	  0.6800000E+00	  0.2156811E-03	  0.1002204E+01	  0.9296626E+00	 -0.5676571E+00	  0.9854523E+00	 -0.3161558E-01	  0.4069737E+00	  0.1439133E+01
  0.5380000E+00	  0.7454468E+00	  0.7838034E+00	  0.5420629E-01	 -0.4637890E+00	  0.6800000E+00	  0.2163492E-03	  0.1002215E+01	  0.9291542E+00	 -0.5680879E+00	  0.9854208E+00	 -0.3151283E-01	  0.4086069E+00	  0.1441084E+01
  0.5390000E+00	  0.7448317E+00	  0.7830939E+00	  0.5374552E-01	 -0.4577801E+00	  0.6800000E+00	  0.2170175E-03	  0.1002226E+01	  0.9286422E+00	 -0.5685200E+00	  0.9853893E+00	 -0.3140880E-01	  0.4102442E+00	  0.1443043E+01
  0.5400000E+00	  0.7442192E+00	  0.7823829E+00	  0.5329073E-01	 -0.4518433E+00	  0.6800000E+00	  0.2176860E-03	  0.1002237E+01	  0.9281265E+00	 -0.5689534E+00	  0.9853579E+00	 -0.3130349E-01	  0.4118855E+00	  0.1445010E+01
  0.5410000E+00	  0.7436090E+00	  0.7816706E+00	  0.5284184E-01	 -0.4459777E+00	  0.6800000E+00	  0.2183547E-03	  0.1002249E+01	  0.9276071E+00	 -0.5693880E+00	  0.9853267E+00	 -0.3119689E-01	  0.4135309E+00	  0.1446986E+01
  0.5420000E+00	  0.7430014E+00	  0.7809569E+00	  0.5239877E-01	 -0.4401828E+00	  0.6800000E+00	  0.2190237E-03	  0.1002260E+01	  0.9270840E+00	 -0.5698238E+00	  0.9852955E+00	 -0.3108900E-01	  0.4151803E+00	  0.1448970E+01
  0.5430000E+00	  0.7423962E+00	  0.7802417E+00	  0.5196147E-01	 -0.4344579E+00	  0.6800000E+00	  0.2196928E-03	  0.1002271E+01	  0.9265572E+00	 -0.5702610E+00	  0.9852645E+00	 -0.3097980E-01	  0.4168338E+00	  0.1450963E+01
  0.5440000E+00	  0.7417935E+00	  0.7795252E+00	  0.5152986E-01	 -0.4288021E+00	  0.6800000E+00	  0.2203622E-03	  0.1002283E+01	  0.9260266E+00	 -0.5706994E+00	  0.9852336E+00	 -0.3086930E-01	  0.4184914E+00	  0.1452964E+01
  0.5450000E+00	  0.7411931E+00	  0.7788073E+00	  0.5110387E-01	 -0.4232148E+00	  0.6800000E+00	  0.2210317E-03	  0.1002294E+01	  0.9254921E+00	 -0.5711390E+00	  0.9852028E+00	 -0.3075749E-01	  0.4201530E+00	  0.1454973E+01
  0.5460000E+00	  0.7405951E+00	  0.7780881E+00	  0.5068343E-01	 -0.4176954E+00	  0.6800000E+00	  0.2217015E-03	  0.1002306E+01	  0.9249539E+00	 -0.5715800E+00	  0.9851721E+00	 -0.3064436E-01	  0.4218188E+00	  0.1456991E+01
  0.5470000E+00	  0.7399995E+00	  0.7773674E+00	  0.5026847E-01	 -0.4122431E+00	  0.6800000E+00	  0.2223714E-03	  0.1002318E+01	  0.9244119E+00	 -0.5720222E+00	  0.9851415E+00	 -0.3052990E-01	  0.4234886E+00	  0.1459018E+01
  0.5480000E+00	  0.7394062E+00	  0.7766454E+00	  0.4985894E-01	 -0.4068572E+00	  0.6800000E+00	  0.2230415E-03	  0.1002330E+01	  0.9238660E+00	 -0.5724657E+00	  0.9851110E+00	 -0.3041407E-01	  0.4251627E+00	  0.1461053E+01
  0.5490000E+00	  0.7388152E+00	  0.7759220E+00	  0.4945476E-01	 -0.4015372E+00	  0.6800000E+00	  0.2237118E-03	  0.1002342E+01	  0.9233162E+00	 -0.5729105E+00	  0.9850807E+00	 -0.3029673E-01	  0.4268412E+00	  0.1463096E+01
  0.5500000E+00	  0.7382265E+00	  0.7751973E+00	  0.4905587E-01	 -0.3962822E+00	  0.6800000E+00	  0.2243823E-03	  0.1002354E+01	  0.9227625E+00	 -0.5733565E+00	  0.9850504E+00	 -0.3017779E-01	  0.4285242E+00	  0.1465149E+01
  0.5510000E+00	  0.7376400E+00	  0.7744712E+00	  0.4866220E-01	 -0.3910916E+00	  0.6800000E+00	  0.2250529E-03	  0.1002366E+01	  0.9222049E+00	 -0.5738039E+00	  0.9850203E+00	 -0.3005722E-01	  0.4302120E+00	  0.1467209E+01
  0.5520000E+00	  0.7370558E+00	  0.7737437E+00	  0.4827368E-01	 -0.3859647E+00	  0.6800000E+00	  0.2257236E-03	  0.1002378E+01	  0.9216434E+00	 -0.5742526E+00	  0.9849903E+00	 -0.2993503E-01	  0.4319043E+00	  0.1469279E+01
  0.5530000E+00	  0.7364737E+00	  0.7730149E+00	  0.4789027E-01	 -0.3809010E+00	  0.6800000E+00	  0.2263946E-03	  0.1002390E+01	  0.9210779E+00	 -0.5747025E+00	  0.9849604E+00	 -0.2981119E-01	  0.4336014E+00	  0.1471357E+01
  0.5540000E+00	  0.7358938E+00	  0.7722848E+00	  0.4751188E-01	 -0.3758996E+00	  0.6800000E+00	  0.2270656E-03	  0.1002403E+01	  0.9205084E+00	 -0.5751538E+00	  0.9849307E+00	 -0.2968571E-01	  0.4353031E+00	  0.1473445E+01
  0.5550000E+00	  0.7353160E+00	  0.7715533E+00	  0.4713847E-01	 -0.3709600E+00	  0.6800000E+00	  0.2277368E-03	  0.1002415E+01	  0.9199349E+00	 -0.5756064E+00	  0.9849011E+00	 -0.2955857E-01	  0.4370095E+00	  0.1475540E+01
  0.5560000E+00	  0.7347403E+00	  0.7708205E+00	  0.4676996E-01	 -0.3660814E+00	  0.6800000E+00	  0.2284082E-03	  0.1002428E+01	  0.9193574E+00	 -0.5760603E+00	  0.9848716E+00	 -0.2942976E-01	  0.4387206E+00	  0.1477645E+01
  0.5570000E+00	  0.7341667E+00	  0.7700863E+00	  0.4640630E-01	 -0.3612633E+00	  0.6800000E+00	  0.2290796E-03	  0.1002441E+01	  0.9187758E+00	 -0.5765155E+00	  0.9848422E+00	 -0.2929927E-01	  0.4404364E+00	  0.1479759E+01
  0.5580000E+00	  0.7335951E+00	  0.7693508E+00	  0.4604743E-01	 -0.3565050E+00	  0.6800000E+00	  0.2297512E-03	  0.1002453E+01	  0.9181901E+00	 -0.5769720E+00	  0.9848130E+00	 -0.2916710E-01	  0.4421570E+00	  0.1481881E+01
  0.5590000E+00	  0.7330255E+00	  0.7686140E+00	  0.4569329E-01	 -0.3518059E+00	  0.6800000E+00	  0.2304229E-03	  0.1002466E+01	  0.9176004E+00	 -0.5774299E+00	  0.9847839E+00	 -0.2903323E-01	  0.4438823E+00	  0.1484012E+01
  0.5600000E+00	  0.7324578E+00	  0.7678759E+00	  0.4534382E-01	 -0.3471652E+00	  0.6800000E+00	  0.2310947E-03	  0.1002479E+01	  0.9170065E+00	 -0.5778891E+00	  0.9847549E+00	 -0.2889766E-01	  0.4456123E+00	  0.1486153E+01
  0.5610000E+00	  0.7318921E+00	  0.7671365E+00	  0.4499896E-01	 -0.3425824E+00	  0.6800000E+00	  0.2317666E-03	  0.1002492E+01	  0.9164085E+00	 -0.5783496E+00	  0.9847261E+00	 -0.2876037E-01	  0.4473471E+00	  0.1488302E+01
  0.5620000E+00	  0.7313282E+00	  0.7663958E+00	  0.4465866E-01	 -0.3380568E+00	  0.6800000E+00	  0.2324386E-03	  0.1002505E+01	  0.9158064E+00	 -0.5788114E+00	  0.9846974E+00	 -0.2862137E-01	  0.4490867E+00	  0.1490460E+01
  0.5630000E+00	  0.7307662E+00	  0.7656538E+00	  0.4432285E-01	 -0.3335879E+00	  0.6800000E+00	  0.2331107E-03	  0.1002518E+01	  0.9152000E+00	 -0.5792746E+00	  0.9846688E+00	 -0.2848058E-01	  0.4508312E+00	  0.1492627E+01
  0.5640000E+00	  0.7302060E+00	  0.7649105E+00	  0.4399148E-01	 -0.3291749E+00	  0.6800000E+00	  0.2337829E-03	  0.1002532E+01	  0.9145894E+00	 -0.5797391E+00	  0.9846404E+00	 -0.2833787E-01	  0.4525808E+00	  0.1494803E+01
  0.5650000E+00	  0.7296475E+00	  0.7641659E+00	  0.4366450E-01	 -0.3248173E+00	  0.6800000E+00	  0.2344552E-03	  0.1002545E+01	  0.9139746E+00	 -0.5802050E+00	  0.9846122E+00	 -0.2819313E-01	  0.4543357E+00	  0.1496989E+01
  0.5660000E+00	  0.7290907E+00	  0.7634200E+00	  0.4334185E-01	 -0.3205145E+00	  0.6800000E+00	  0.2351275E-03	  0.1002559E+01	  0.9133556E+00	 -0.5806723E+00	  0.9845840E+00	 -0.2804633E-01	  0.4560959E+00	  0.1499183E+01
  0.5670000E+00	  0.7285357E+00	  0.7626728E+00	  0.4302347E-01	 -0.3162658E+00	  0.6800000E+00	  0.2357999E-03	  0.1002572E+01	  0.9127323E+00	 -0.5811409E+00	  0.9845561E+00	 -0.2789748E-01	  0.4578614E+00	  0.1501387E+01
  0.5680000E+00	  0.7279822E+00	  0.7619244E+00	  0.4270932E-01	 -0.3120706E+00	  0.6800000E+00	  0.2364724E-03	  0.1002586E+01	  0.9121047E+00	 -0.5816108E+00	  0.9845282E+00	 -0.2774654E-01	  0.4596323E+00	  0.1503600E+01
  0.5690000E+00	  0.7274304E+00	  0.7611747E+00	  0.4239933E-01	 -0.3079284E+00	  0.6800000E+00	  0.2371449E-03	  0.1002600E+01	  0.9114727E+00	 -0.5820822E+00	  0.9845006E+00	 -0.2759352E-01	  0.4614086E+00	  0.1505821E+01
  0.5700000E+00	  0.7268801E+00	  0.7604237E+00	  0.4209346E-01	 -0.3038385E+00	  0.6800000E+00	  0.2378175E-03	  0.1002614E+01	  0.9108364E+00	 -0.5825549E+00	  0.9844731E+00	 -0.2743840E-01	  0.4631903E+00	  0.1508053E+01
  0.5710000E+00	  0.7263313E+00	  0.7596715E+00	  0.4179165E-01	 -0.2998004E+00	  0.6800000E+00	  0.2384901E-03	  0.1002628E+01	  0.9101958E+00	 -0.5830289E+00	  0.9844457E+00	 -0.2728116E-01	  0.4649774E+00	  0.1510293E+01
