bet0_f,maxstp,EP_dens_on,Bdens,Adens,Beam Ion Effective Temp(keV),n,gam,om_r,gam_var,om_r_var,tipo_inestabilidad,modo_m,pos_radial,diff_m
0.0127,2500,1,0.3,8,60,3,0.0757391,163.8432289038,8.88845e-27,5.08012e-27,TAE,10,0.285,1
0.0127,2500,1,0.3,10,60,3,0.092937,165.7992204012,8.81116e-27,1.32696e-26,TAE,10,0.287,1
0.0127,2500,1,0.4,0.5,60,3,0.016082,4.535195115534,2.76736e-09,1.52537e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.4,2,60,3,0.0158738,4.5887104670820005,6.99525e-07,8.21836e-07,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.4,4,60,3,0.031465,84.8669981526,1.1226e-26,1.86955e-26,RSAE,9,0.414,0
0.0127,2500,1,0.4,6,60,3,0.0489015,92.4270462462,1.39552e-26,1.19743e-26,RSAE,9,0.409,0
0.0127,2500,1,0.4,8,60,3,0.0653155,99.43526601180001,2.55192e-26,1.4478e-26,RSAE,9,0.405,0
0.0127,2500,1,0.4,10,60,3,0.0809506,105.94983934919999,1.7697e-26,3.10283e-26,RSAE,9,0.403,0
0.0127,2500,1,0.6,0.5,60,3,0.0160834,4.518478316076,2.3715e-09,1.34112e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.6,2,60,3,0.016088,4.487330006214,2.42524e-09,3.26014e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.6,4,60,3,0.0400638,237.6544664676,1.45496e-23,8.41511e-24,EAE,11,0.696,4
0.0127,2500,1,0.6,6,60,3,0.0653133,227.4078541554,1.77623e-24,3.42717e-24,EAE,11,0.65,3
0.0127,2500,1,0.6,8,60,3,0.084512,217.8024423678,5.42509e-25,2.6364e-24,TAE,11,0.65,1
0.0127,2500,1,0.6,10,60,3,0.0991257,208.45015183499999,1.8441e-24,1.14067e-24,TAE,11,0.65,1
0.0127,2500,1,0.7,0.5,60,3,0.0160673,4.525688073144,2.8506e-09,2.45304e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.7,2,60,3,0.0160857,4.50684793425,2.52932e-09,2.10846e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.7,4,60,3,0.0535499,251.52575115599998,9.94417e-24,1.22148e-23,NAE,13,0.794,4
0.0127,2500,1,0.7,6,60,3,0.0798359,241.358914026,4.36976e-25,1.54391e-24,NAE,13,0.793,3
0.0127,2500,1,0.7,8,60,3,0.109767,232.4168958588,1.66901e-24,4.90969e-25,NAE,12,0.745,3
0.0127,2500,1,0.7,10,60,3,0.132843,226.02168538799998,1.90212e-25,3.91232e-25,NAE,11,0.706,3
0.0127,2500,1,0.8,0.5,60,3,0.0160874,4.539915646992,2.44068e-09,2.00641e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.8,2,60,3,0.0160886,4.527253586117999,2.37612e-09,3.67411e-09,Estable/Ruido,14,0.834,0
0.0127,2500,1,0.8,4,60,3,0.0568495,253.12785274740003,7.49393e-24,2.67074e-24,NAE,13,0.795,3
0.0127,2500,1,0.8,6,60,3,0.0962078,248.9369565216,3.81469e-24,4.71745e-24,NAE,13,0.797,3
0.0127,2500,1,0.8,8,60,3,0.127571,244.4563504236,2.63362e-24,2.13732e-24,NAE,13,0.798,3
0.0127,2500,1,0.8,10,60,3,0.153249,239.9931389142,5.64711e-25,1.00336e-24,NAE,13,0.799,3
0.0166,2500,1,0.1,0.5,60,3,0.0160855,4.576540253196,1.91923e-09,1.58055e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.1,2,60,3,0.0317317,155.70436087919998,1.96503e-26,4.59847e-26,TAE,10,0.285,1
0.0166,2500,1,0.1,4,60,3,0.0585196,280.4229613278,9.79124e-09,3.61734e-09,EAE,11,0.201,2
0.0166,2500,1,0.1,6,60,3,0.0764274,283.2372858006,2.55056e-25,3.71367e-25,EAE,9,0.155,2
0.0166,2500,1,0.1,8,60,3,0.0848044,286.55905240979996,1.0647e-24,5.58043e-25,EAE,9,0.147,2
0.0166,2500,1,0.1,10,60,3,0.0883879,291.4355353518,2.57928e-24,2.76963e-24,EAE,9,0.138,2
0.0166,2500,1,0.2,0.5,60,3,0.0160901,4.585801372092,2.11477e-09,2.24898e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.2,2,60,3,0.028236,154.9042098036,1.09078e-25,3.60776e-26,TAE,10,0.286,1
0.0166,2500,1,0.2,4,60,3,0.0580679,160.8795508944,9.64635e-27,1.71313e-26,TAE,10,0.276,1
0.0166,2500,1,0.2,6,60,3,0.0765063,164.7861355686,5.28897e-27,5.4034e-27,TAE,10,0.267,1
0.0166,2500,1,0.2,8,60,3,0.0905283,168.9452416842,1.75968e-26,5.46994e-27,TAE,10,0.256,1
0.0166,2500,1,0.2,10,60,3,0.102724,174.06704830680002,5.6751e-13,2.23695e-12,TAE,10,0.244,1
0.0166,2500,1,0.3,0.5,60,3,0.0160827,4.560393276468,2.42232e-09,1.52461e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.3,2,60,3,0.0216256,100.432755696,8.28594e-06,0.000724043,Estable/Ruido,9,0.407,0
0.0166,2500,1,0.3,4,60,3,0.0527903,159.82267968360003,6.73513e-27,1.8524e-26,TAE,10,0.282,1
0.0166,2500,1,0.3,6,60,3,0.0777712,163.36157874359998,1.02067e-26,4.52776e-27,TAE,10,0.282,1
0.0166,2500,1,0.3,8,60,3,0.10124,165.5706914958,2.83534e-27,3.38329e-27,TAE,10,0.284,1
0.0166,2500,1,0.3,10,60,3,0.124145,166.77811587000002,8.17914e-27,7.04878e-27,TAE,9,0.288,1
0.0166,2500,1,0.4,0.5,60,3,0.0160793,4.57810576617,2.36253e-09,1.50122e-09,Estable/Ruido,14,0.834,0
0.0166,2500,1,0.4,2,60,3,0.0196327,79.7343948888,1.67456e-08,9.8496e-09,RSAE,9,0.417,0
0.0166,2500,1,0.4,4,60,3,0.0440124,90.5094428064,1.63961e-26,8.84592e-27,RSAE,9,0.415,0
0.0166,2500,1,0.4,6,60,3,0.0673399,100.1460448908,1.79751e-26,3.16481e-27,RSAE,9,0.409,0
